Text,Sentiment,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day,Hour,Text_Combined,Processed_Text_NLTK,Sentiment_Score_VADER,Sentiment_VADER,TextBlob_Subjectivity,TextBlob_Polarity,Sentiment_TextBlob
"Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.",Inspired,2020-08-29 20:45:00,StarStoryteller,Facebook,14.0,28.0,UK,2020,8,29,20,whispering tales inspiration stars storyteller crafting constellations threads imagination inspired talestothestars,whisper tale inspir star storytel craft constel thread imagin inspir talestothestar,0.765,Positive,0.0,0.0,Neutral
"Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.",Hopeful,2022-10-30 11:40:00,WaveNavigator,Twitter,17.0,34.0,Australia,2022,10,30,11,charting course waves hopeful anticipation sailor steering towards shores dreams yet unexplored hopeful sailorofdreams,chart cours wave hope anticip sailor steer toward shore dream yet unexplor hope sailorofdream,0.8658,Positive,0.0,0.0,Neutral
"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,2021-07-01 12:10:00,RainNurturer,Instagram,21.0,42.0,Canada,2021,7,1,12,compassionate rain tears empathy falling gently nurturing seeds kindness garden human connections compassionate tearsofempathy,compassion rain tear empathi fall gentli nurtur seed kind garden human connect compassion tearsofempathi,0.9169,Positive,0.45,0.1,Positive
"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,23.0,46.0,USA,2020,1,5,8,proudly scaling peaks achievement mountaineer conquering challenges planting flag success proud scalingpeaks,proudli scale peak achiev mountain conquer challeng plant flag success proud scalingpeak,0.8934,Positive,0.6666666666666666,0.6333333333333334,Positive
"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,14.0,28.0,UK,2022,7,17,6,embraced hopeful dawn gardener sowing seeds optimism tending blooms brighter tomorrow hopeful seedsofoptimism,embrac hope dawn garden sow seed optim tend bloom brighter tomorrow hope seedsofoptim,0.9136,Positive,0.0,0.0,Neutral
"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,24.0,48.0,Australia,2018,8,22,17,playful escapade carnival life carousel laughter cotton candy dreams swirling joyous atmosphere playful carnivalescapade,play escapad carniv life carousel laughter cotton candi dream swirl joyou atmospher play carnivalescapad,0.9413,Positive,0.0,0.0,Neutral
"Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.",Inspired,2021-12-08 14:30:00,SkyArtist,Twitter,18.0,36.0,India,2021,12,8,14,floating clouds inspiration artist painting sky strokes creativity creating masterpiece dreams inspired cloudsofcreativity,float cloud inspir artist paint sky stroke creativ creat masterpiec dream inspir cloudsofcr,0.9531,Positive,0.0,0.0,Neutral
"Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",Contentment,2019-04-27 09:50:00,RiverNavigator,Instagram,20.0,40.0,Canada,2019,4,27,9,navigating river contentment serene boat cruise tranquil waters inner peace acceptance contentment tranquilwaters,navig river content seren boat cruis tranquil water inner peac accept content tranquilwat,0.9287,Positive,0.16666666666666666,0.0,Neutral
"With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.",Empathetic,2023-09-03 21:40:00,LanternWanderer,Facebook,16.0,32.0,USA,2023,9,3,21,empathy lantern wandering dark alleys sorrow illuminating path compassion care empathetic lanternofcompassion,empathi lantern wander dark alley sorrow illumin path compass care empathet lanternofcompass,0.6705,Positive,0.4,-0.15,Negative
"A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.",Free-spirited,2020-06-10 10:05:00,DreamSoarer,Twitter,22.0,44.0,UK,2020,6,10,10,free spirit soaring wings dreams leaving trails independence azure sky boundless possibilities freespirit wingsofdreams,free spirit soar wing dream leav trail independ azur sky boundless possibl freespirit wingsofdream,0.7717,Positive,0.75,0.1,Positive
"Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",Grateful,2022-04-01 18:30:00,SunsetAdmirer,Instagram,19.0,38.0,Australia,2022,4,1,18,bathed golden hues gratefulness sunset appreciation casting warm glow landscapes heart grateful goldenhues,bath golden hue grate sunset appreci cast warm glow landscap heart grate goldenhu,0.886,Positive,0.55,0.44999999999999996,Positive
"Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.",Confident,2021-01-15 13:00:00,DanceStrider,Facebook,23.0,46.0,Canada,2021,1,15,13,confident strides dance life ballroom selfassuredness leads twirling challenges grace confident danceoflife,confid stride danc life ballroom selfassured lead twirl challeng grace confid danceoflif,0.8591,Positive,0.8333333333333334,0.5,Positive
"Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.",Hopeful,2023-05-06 07:20:00,WindWhisperer,Twitter,15.0,30.0,India,2023,5,6,7,hopeful whispers wind carrying promises brighter tomorrow symphony optimism air possibilities hopeful brightertomorrows,hope whisper wind carri promis brighter tomorrow symphoni optim air possibl hope brightertomorrow,0.936,Positive,0.0,0.0,Neutral
"Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",Playful,2019-11-18 15:15:00,JugglingArtist,Instagram,25.0,50.0,USA,2019,11,18,15,playfully juggling responsibilities circus performer balancing acts work joy tossing laughter air playful jugglingresponsibilities,play juggl respons circu perform balanc act work joy toss laughter air play jugglingrespons,0.91,Positive,0.2,0.8,Positive
"Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.",Inspired,2020-08-29 20:45:00,StarStoryteller,Facebook,14.0,28.0,UK,2020,8,29,20,whispering tales inspiration stars storyteller crafting constellations threads imagination inspired talestothestars,whisper tale inspir star storytel craft constel thread imagin inspir talestothestar,0.765,Positive,0.0,0.0,Neutral
"Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.",Hopeful,2022-10-30 11:40:00,WaveNavigator,Twitter,17.0,34.0,Australia,2022,10,30,11,charting course waves hopeful anticipation sailor steering towards shores dreams yet unexplored hopeful sailorofdreams,chart cours wave hope anticip sailor steer toward shore dream yet unexplor hope sailorofdream,0.8658,Positive,0.0,0.0,Neutral
"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,2021-07-01 12:10:00,RainNurturer,Instagram,21.0,42.0,Canada,2021,7,1,12,compassionate rain tears empathy falling gently nurturing seeds kindness garden human connections compassionate tearsofempathy,compassion rain tear empathi fall gentli nurtur seed kind garden human connect compassion tearsofempathi,0.9169,Positive,0.45,0.1,Positive
"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,23.0,46.0,USA,2020,1,5,8,proudly scaling peaks achievement mountaineer conquering challenges planting flag success proud scalingpeaks,proudli scale peak achiev mountain conquer challeng plant flag success proud scalingpeak,0.8934,Positive,0.6666666666666666,0.6333333333333334,Positive
"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,14.0,28.0,India,2022,7,17,6,embraced hopeful dawn gardener sowing seeds optimism tending blooms brighter tomorrow hopeful seedsofoptimism,embrac hope dawn garden sow seed optim tend bloom brighter tomorrow hope seedsofoptim,0.9136,Positive,0.0,0.0,Neutral
"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,24.0,48.0,Australia,2018,8,22,17,playful escapade carnival life carousel laughter cotton candy dreams swirling joyous atmosphere playful carnivalescapade,play escapad carniv life carousel laughter cotton candi dream swirl joyou atmospher play carnivalescapad,0.9413,Positive,0.0,0.0,Neutral
"Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness.",Despair,2021-09-15 16:00:00,ShatteredHeart,Instagram,8.0,16.0,Canada,2021,9,15,16,drowning abyss despair heart shattered fragments lost echoing silence hopelessness despair echoingsilence,drown abyss despair heart shatter fragment lost echo silenc hopeless despair echoingsil,-0.9201,Negative,0.0,0.0,Neutral
"Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace.",Bitterness,2019-03-08 14:20:00,VenomousSoul,Facebook,12.0,24.0,UK,2019,3,8,14,bitterness festering like venomous vine entwining soul web resentment poisoning garden peace bitterness resentmentweb,bitter fester like venom vine entwin soul web resent poison garden peac bitter resentmentweb,-0.7269,Negative,0.0,0.0,Neutral
"Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing.",Loneliness,2017-07-20 11:45:00,DesertWanderer,Twitter,15.0,30.0,USA,2017,7,20,11,wandering desert loneliness step heavy sigh mirages connection shimmering never materializing loneliness miragesofconnection,wander desert loneli step heavi sigh mirag connect shimmer never materi loneli miragesofconnect,-0.6705,Negative,0.5,-0.2,Negative
"Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude.",Yearning,2020-11-02 19:30:00,ColdEmbrace,Instagram,10.0,20.0,Australia,2020,11,2,19,yearning touch thats echoes distant warmth haunting heart cold embrace solitude yearning distantwarmth,yearn touch that echo distant warmth haunt heart cold embrac solitud yearn distantwarmth,0.6369,Positive,0.675,-0.35,Negative
"Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors.",Fearful,2022-05-12 02:00:00,NightPrisoner,Facebook,18.0,36.0,India,2022,5,12,2,eyes wide open night fearful shadows dancing walls mind prisoner imagined horrors fearful imaginedhorrors,eye wide open night fear shadow danc wall mind prison imagin horror fear imaginedhorror,-0.9274,Negative,0.725,-0.475,Negative
"Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion.",Apprehensive,2023-04-08 13:15:00,TightropeWalker,Twitter,14.0,28.0,UK,2023,4,8,13,apprehensive steps tightrope uncertainty balancing act fall seems inevitable anxiety constant companion apprehensive balancingact,apprehens step tightrop uncertainti balanc act fall seem inevit anxieti constant companion apprehens balancingact,-0.4767,Negative,0.6666666666666666,0.0,Neutral
"Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion.",Overwhelmed,2021-06-25 17:50:00,AtlasBearer,Instagram,22.0,44.0,Canada,2021,6,25,17,overwhelmed weight world atlas trembling shoulders responsibility boulder landscape exhaustion overwhelmed bouldersofexhaustion,overwhelm weight world atla trembl shoulder respons boulder landscap exhaust overwhelm bouldersofexhaust,-0.5574,Negative,0.0,0.0,Neutral
"Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success.",Jealous,2019-08-30 10:10:00,GreenMonster,Facebook,16.0,32.0,USA,2019,8,30,10,jealousy greeneyed monster lurking shadows casting dark cloud sunshine others success jealous greeneyedmonster,jealousi greeney monster lurk shadow cast dark cloud sunshin other success jealou greeneyedmonst,0.2732,Positive,0.2,0.075,Positive
"Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises.",Devastated,2022-08-03 15:30:00,StormSurvivor,Twitter,25.0,50.0,Australia,2022,8,3,15,devastated storm betrayal wreckage trust scattered like debris heart torn winds broken promises devastated windsofbrokenpromises,devast storm betray wreckag trust scatter like debri heart torn wind broken promis devast windsofbrokenpromis,-0.8591,Negative,0.4,-0.4,Negative
"Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations.",Frustrated,2020-12-17 09:20:00,PuzzleComposer,Instagram,12.0,24.0,India,2020,12,17,9,frustrated fingers tapping keyboard symphony annoyance composing unsolvable puzzle unmet expectations frustrated unsolvablepuzzle,frustrat finger tap keyboard symphoni annoy compos unsolv puzzl unmet expect frustrat unsolvablepuzzl,-0.8442,Negative,0.2,-0.7,Negative
"Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach.",Envious,2021-02-28 22:45:00,GildedHeartache,Facebook,20.0,40.0,USA,2021,2,28,22,envious eyes fixated gilded prize heartache fueled painful desire possessions seem forever reach envious gildedprize,enviou eye fixat gild prize heartach fuel pain desir possess seem forev reach enviou gildedpr,-0.0,Neutral,0.9,-0.7,Negative
