Text,Sentiment,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day,Hour,Processed_Text
nostalgia hits while flipping through an old photo album nostalgia oldmemories,Nostalgia,2019-06-28 19:00:00,MemoryLane,Facebook,22.0,45.0,UK,2019,6,28,19,nostalgia hit flip old photo album nostalgia oldmemori
thrilled to witness the grandeur of a cultural festival thrill culturalcelebration,Thrill,2020-09-15 14:45:00,CultureEnthusiast,Instagram,40.0,80.0,India,2020,9,15,14,thrill wit grandeur cultur festiv thrill culturalcelebr
calmness found in the rhythm of raindrops on the windowpane calmness rainydays,Calmness,2017-11-08 21:20:00,RainWatcher,Twitter,18.0,35.0,Australia,2017,11,8,21,calm found rhythm raindrop windowpan calm rainyday
overwhelmed by the support received during a personal challenge overwhelmed supportivecommunity,Overwhelmed,2021-05-20 17:30:00,PersonalJourney,Facebook,25.0,50.0,USA,2021,5,20,17,overwhelm support receiv person challeng overwhelm supportivecommun
excitement builds as the countdown to a longawaited vacation begins excitement vacationcountdown,Excitement,2023-01-10 12:00:00,VacationDreamer,Instagram,30.0,60.0,France,2023,1,10,12,excit build countdown longawait vacat begin excit vacationcountdown
reflecting on lifes journey grateful for the lessons learned gratitude lifelessons,Gratitude,2018-12-05 08:45:00,LifeLearner,Twitter,35.0,70.0,Brazil,2018,12,5,8,reflect life journey grate lesson learn gratitud lifelesson
bittersweet emotions arise while bidding farewell to a dear friend bittersweet farewell,Bittersweet,2020-03-15 18:30:00,FarewellSender,Instagram,20.0,40.0,Japan,2020,3,15,18,bittersweet emot aris bid farewel dear friend bittersweet farewel
curiosity sparked by exploring a mysterious ancient ruin curiosity ancientdiscovery,Curiosity,2016-08-22 15:10:00,HistoryExplorer,Facebook,18.0,35.0,Greece,2016,8,22,15,curios spark explor mysteri ancient ruin curios ancientdiscoveri
admiration for the intricate details of a handcrafted masterpiece admiration handcraftedart,Admiration,2019-08-20 16:00:00,CraftEnthusiast,Instagram,25.0,50.0,USA,2019,8,20,16,admir intric detail handcraft masterpiec admir handcraftedart
overjoyed by the warmth of a cozy fireplace on a winter evening overjoyed winterwarmth,Overjoyed,2021-12-08 19:30:00,WinterLover,Twitter,18.0,35.0,Canada,2021,12,8,19,overjoy warmth cozi fireplac winter even overjoy winterwarmth
inspiration strikes while observing the colors of a vibrant sunset inspiration colorfulsunset,Inspiration,2020-06-10 20:45:00,SunsetWatcher,Instagram,30.0,60.0,UK,2020,6,10,20,inspir strike observ color vibrant sunset inspir colorfulsunset
motivated to achieve fitness goals after an invigorating workout motivation fitnessgoals,Motivation,2022-02-28 07:15:00,FitnessJunkie,Facebook,40.0,80.0,Australia,2022,2,28,7,motiv achiev fit goal invigor workout motiv fitnessgo
gratitude for the simple joys found in a cup of morning coffee gratitude morningcoffee,Gratitude,2017-04-15 08:00:00,CoffeeLover,Twitter,22.0,45.0,India,2017,4,15,8,gratitud simpl joy found cup morn coffe gratitud morningcoffe
feeling empowered after conquering a challenging hiking trail empowerment hikingadventure,Empowerment,2018-09-05 14:20:00,HikingExplorer,Instagram,35.0,70.0,USA,2018,9,5,14,feel empow conquer challeng hike trail empower hikingadventur
amused by the antics of playful kittens during playtime amusement playfulkittens,Amusement,2022-10-22 12:45:00,KittyObserver,Facebook,15.0,30.0,Canada,2022,10,22,12,amus antic play kitten playtim amus playfulkitten
contemplating lifes mysteries under the starry night sky contemplation starrynight,Contemplation,2016-07-02 23:30:00,Stargazer,Twitter,28.0,55.0,UK,2016,7,2,23,contempl life mysteri starri night sky contempl starrynight
joyful reunion with longlost friends after years of separation joyfulreunion friendship,JoyfulReunion,2020-11-18 17:10:00,FriendshipRenewal,Instagram,20.0,40.0,India,2020,11,18,17,joy reunion longlost friend year separ joyfulreunion friendship
excitement builds while preparing for a surprise celebration excitement surprisecelebration,Excitement,2023-03-05 15:00:00,CelebrationPlanner,Facebook,30.0,60.0,Australia,2023,3,5,15,excit build prepar surpris celebr excit surprisecelebr
satisfaction derived from successfully completing a diy project satisfaction diyproject,Satisfaction,2015-12-01 11:30:00,DIYEnthusiast,Twitter,25.0,50.0,USA,2015,12,1,11,satisfact deriv success complet diy project satisfact diyproject
feeling blessed for the supportive community in times of need blessed supportivecommunity,Blessed,2021-09-10 09:45:00,CommunityHelper,Instagram,18.0,35.0,UK,2021,9,10,9,feel bless support commun time need bless supportivecommun
captivated by the serenity of a tranquil garden in full bloom serenity tranquilgarden,Serenity,2018-05-12 14:20:00,GardenEnthusiast,Facebook,22.0,45.0,Canada,2018,5,12,14,captiv seren tranquil garden full bloom seren tranquilgarden
anticipation for an upcoming adventure in an exotic destination anticipation adventureawaits,Anticipation,2022-07-25 10:00:00,Wanderlust,Twitter,40.0,80.0,India,2022,7,25,10,anticip upcom adventur exot destin anticip adventureawait
reflecting on personal growth achieved through life experiences reflection personalgrowth,Reflection,2019-03-08 18:30:00,GrowthSeeker,Instagram,35.0,70.0,USA,2019,3,8,18,reflect person growth achiev life experi reflect personalgrowth
nostalgic memories flood in while revisiting childhood favorites nostalgia childhoodfavorites,Nostalgia,2017-01-28 21:15:00,ChildhoodMemories,Facebook,20.0,40.0,Australia,2017,1,28,21,nostalg memori flood revisit childhood favorit nostalgia childhoodfavorit
appreciation for the vibrant culture experienced during travel appreciation culturalexperience,Appreciation,2016-11-14 13:45:00,CultureExplorer,Twitter,28.0,55.0,UK,2016,11,14,13,appreci vibrant cultur experienc travel appreci culturalexperi
confidence soars after overcoming public speaking anxiety confidence overcominganxiety,Confidence,2020-04-02 17:30:00,PublicSpeaker,Instagram,15.0,30.0,USA,2020,4,2,17,confid soar overcom public speak anxieti confid overcominganxieti
contentment in the midst of a family gathering filled with laughter contentment familylaughter,Contentment,2023-01-15 19:00:00,FamilyCelebration,Facebook,25.0,50.0,Canada,2023,1,15,19,content midst famili gather fill laughter content familylaught
enthusiasm for learning new skills and expanding knowledge enthusiasm skillbuilding,Enthusiasm,2018-08-07 12:15:00,LifelongLearner,Twitter,30.0,60.0,India,2018,8,7,12,enthusiasm learn new skill expand knowledg enthusiasm skillbuild
surprise and delight at discovering a hidden gem in the city surprise hiddengem,Surprise,2019-10-18 16:45:00,CityExplorer,Instagram,18.0,35.0,UK,2019,10,18,16,surpris delight discov hidden gem citi surpris hiddengem
a sense of accomplishment after completing a challenging workout accomplishment fitnesssuccess,Accomplishment,2022-06-30 07:00:00,FitnessAchiever,Facebook,22.0,45.0,Australia,2022,6,30,7,sens accomplish complet challeng workout accomplish fitnesssuccess
wonderment at the beauty of a double rainbow after the rain wonderment doublerainbow,Wonderment,2017-06-12 18:20:00,RainbowChaser,Twitter,35.0,70.0,USA,2017,6,12,18,wonder beauti doubl rainbow rain wonder doublerainbow
optimism for a bright future amidst challenging times optimism brightfuture,Optimism,2021-07-05 09:30:00,FutureOptimist,Instagram,20.0,40.0,Canada,2021,7,5,9,optim bright futur amidst challeng time optim brightfutur
pride in achieving a personal milestone in career progression pride careermilestone,Pride,2016-04-15 14:50:00,CareerAchiever,Facebook,28.0,55.0,UK,2016,4,15,14,pride achiev person mileston career progress pride careermileston
happiness blooms like flowers in a garden on a sunny day happiness sunnyday,Happiness,2020-02-10 11:15:00,SunnyDayEnthusiast,Twitter,15.0,30.0,India,2020,2,10,11,happi bloom like flower garden sunni day happi sunnyday
elation over discovering a rare book in a quaint bookstore elation rarebookdiscovery,Elation,2018-09-22 16:30:00,Bookworm,Instagram,40.0,80.0,USA,2018,9,22,16,elat discov rare book quaint bookstor elat rarebookdiscoveri
curiosity piqued by the mysteries of an ancient archaeological site curiosity ancientmysteries,Curiosity,2015-11-08 10:00:00,ArchaeologyEnthusiast,Facebook,18.0,35.0,Australia,2015,11,8,10,curios piqu mysteri ancient archaeolog site curios ancientmysteri
mesmerized by the cosmic dance of fireflies on a moonlit night enchantment cosmicfireflies,Enchantment,2022-08-10 22:00:00,NightSkyObserver,Instagram,25.0,50.0,Brazil,2022,8,10,22,mesmer cosmic danc firefli moonlit night enchant cosmicfirefli
intrigued by the symphony of colors in an abstract art exhibition intrigue abstractart,Intrigue,2019-04-05 17:30:00,ArtConnoisseur,Twitter,18.0,35.0,France,2019,4,5,17,intrigu symphoni color abstract art exhibit intrigu abstractart
giggles and joy echo in the air during a childrens playdate playfuljoy childrensplaydate,PlayfulJoy,2020-12-15 15:45:00,PlayfulParent,Facebook,22.0,45.0,Japan,2020,12,15,15,giggl joy echo air children playdat playfuljoy childrensplayd
enveloped in serenity while practicing mindfulness by the lake mindfulness laketranquility,Mindfulness,2017-10-20 08:15:00,ZenSeeker,Instagram,35.0,70.0,Canada,2017,10,20,8,envelop seren practic mind lake mind laketranquil
chasing dreams like a kite soaring high in the vast open sky dreamchaser skyhighdreams,DreamChaser,2021-02-28 13:00:00,SkyDreamer,Twitter,30.0,60.0,Australia,2021,2,28,13,chase dream like kite soar high vast open sky dreamchas skyhighdream
spellbound by the elegance of a ballroom dance under crystal chandeliers elegance ballroomdance,Elegance,2018-06-12 20:30:00,DanceEnthusiast,Facebook,28.0,55.0,UK,2018,6,12,20,spellbound eleg ballroom danc crystal chandeli eleg ballroomd
whimsical delight in a world of fairy tales and magical creatures whimsy magicalworld,Whimsy,2016-03-08 14:20:00,FairyTaleExplorer,Instagram,20.0,40.0,USA,2016,3,8,14,whimsic delight world fairi tale magic creatur whimsi magicalworld
pensive contemplation amid the ancient ruins of a forgotten civilization pensive ancientcivilization,Pensive,2023-04-18 17:10:00,RuinsExplorer,Twitter,18.0,35.0,Greece,2023,4,18,17,pensiv contempl amid ancient ruin forgotten civil pensiv ancientcivil
embracing the thrill of speed on a rollercoasters exhilarating twists thrill rollercoasteradventure,Thrill,2020-07-25 12:45:00,RollercoasterFan,Facebook,22.0,45.0,Germany,2020,7,25,12,embrac thrill speed rollercoast exhilar twist thrill rollercoasteradventur
harmony resonates as musicians play a melody of unity and togetherness harmony musicalunity,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,35.0,70.0,Sweden,2019,11,30,19,harmoni reson musician play melodi uniti togeth harmoni musicalun
a burst of creativity in the quiet solitude of an artists studio creativity artistshaven,Creativity,2015-09-01 16:00:00,StudioArtist,Twitter,15.0,30.0,Italy,2015,9,1,16,burst creativ quiet solitud artist studio creativ artistshaven
radiant joy akin to blooming flowers on a sunkissed spring morning radiance springblooms,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,25.0,50.0,Netherlands,2022,5,5,10,radiant joy akin bloom flower sunkiss spring morn radianc springbloom
a sense of wonder at the vastness of the cosmos on a stargazing night wonder stargazingadventure,Wonder,2018-07-08 23:00:00,CosmosExplorer,Instagram,40.0,80.0,South Africa,2018,7,8,23,sens wonder vast cosmo stargaz night wonder stargazingadventur
rejuvenated by the salty breeze and the sound of waves at the seaside rejuvenation seasideescape,Rejuvenation,2021-09-20 14:30:00,SeaBreezeLover,Twitter,18.0,35.0,Spain,2021,9,20,14,rejuven salti breez sound wave seasid rejuven seasideescap
whispers of inspiration from the rustling leaves in a serene forest inspiration forestwhispers,Inspiration,2016-11-15 11:45:00,ForestDreamer,Facebook,28.0,55.0,Portugal,2016,11,15,11,whisper inspir rustl leav seren forest inspir forestwhisp
savoring the warmth of a cup of cocoa on a chilly winter evening coziness warmwinterevening,Coziness,2020-01-12 18:00:00,WinterWarmth,Instagram,30.0,60.0,Switzerland,2020,1,12,18,savor warmth cup cocoa chilli winter even cozi warmwintereven
heartfelt gratitude for the laughter shared during a family reunion gratitude familylaughter,Gratitude,2017-12-28 19:15:00,FamilyGatherer,Facebook,22.0,45.0,Austria,2017,12,28,19,heartfelt gratitud laughter share famili reunion gratitud familylaught
embarking on a culinary adventure savoring exotic flavors around the world adventure culinaryjourney,Adventure,2019-03-02 20:20:00,CulinaryExplorer,Twitter,35.0,70.0,Belgium,2019,3,2,20,embark culinari adventur savor exot flavor around world adventur culinaryjourney
